ulasan,apresiasi,kritik
kenapa ya mau daftar pol gigi di puskesmas cimanggis selalu tidak bisa mau tanggal brp pun jg tetep gabisa baca maaf tgl yg anda pilih sudah penuh selalu begitu mohon jawab ya itu kenapa,0,1
aplikasi nya msih kurang bagus gilir mau masuk daftar online malah ga bisa skrg klo ke rs hrs daftar online dlu ga bisa lgsg dateng aja tpi pas online ga bisa didaftarin jdi nyusahin klo bgini,0,1
harap aplikasi ini bisa saing aplikasi jaki punya jakarta ada form adu 24 jam bisa berkordinasi dengan tugas kait dan bisa bantu sama bangun depok jadi lebih baik,0,1
uptd puskesmas cipayung layan pagi hari ada pol ispa tapi di daftar onlie dsw tidak ada sehingga saya harus tukar antri dari pol umum ke pol ispa dengan nomor antri yang jauh tolong baik update sesuai kondisi lapang,0,1
tiap mau daftar tanggal merah terus percuma pakai apk kalau mau daftar ga bisa tolong dong si baik lagi,0,1
bikin aplikasi niat gk sih duit nya aja gede makan anggar,0,1
tolong servernya baik jangan hanya anggar saja besar tapi manfaat harus besar juga utama sehat,0,1
alhamdulillaah depan tinggal di tingkat kan aja dan kalo bisa mb nya di perkecillahh thoyyib,1,1
bukan makin bagus malah makin gak guna bug nya bukan makin sedikit malah makin banyak,0,1
apk nya tidak bagus sering tiba2 close sendiri,0,1
aplikasi tidak guna banyak bug saya pilih tanggal 11 tetapi yang daftar tanggal 4 gara gara aplikasi ini saya marah orangtua saya habis habis,0,1
aplikasi ribet daftar pilih tanggal tanggal nya merah semua mending nongol langsung ke puskesmas,0,1
kenapa ya tiap detik selalu di kirim link depok singe window error crash trus alias bug stlh buka link dsw nya tolong di baki,0,1
gimana ya ko apk nya gabisa di pakai selalu ada tulis henti terus tolong baik,0,1
ini knp ya klo mau daftar online selalu bgt tgl nya merah full sampe bulan ikut nya mau coba daftar pagi siang sore mlm juga sama aja tglnya merah semua 1 bulan ujung ujung jg daftar manual - -,0,1
kenapa tanggal merah semua gak aplikasi gak web sama aja saya pikir bisa mesen hari belum obat tapi harus hari h daftar daftar dari malam warna merah terus pas hari h bisa tapi sudah penuh tolong untuk baik,0,1
bagus bpjs terdetek dan daftar bisa dilakuka terimakasih terus tingkat srmoga jadi lebih baik lagi,1,0
saya waktu itu sudah registrasi untuk aplikasi ini dan sudah login saya logout waktu itu dan saya coba login kembali tetapi dari kemarin saya ingin login ke aplikasi ini kenapa tidak bisa ya mohon bantu terimakasih,0,1
aplikasi error mau input tanggal kunjung enggak bisa terus,0,1
apk aneh bkn bantu mlh nyusahin isi no rujuk udah bnr tp ada ket tidak daftar ga daftar apa jls2 bln lalu ga mslh ini knp begini coba baik dl deh,0,1
mohon di respons ya kenapa saya tidak bisa pilih tanggal untuk daftar puskesmas ya berkali2 di coba kuota aman jaring internet juga aman apa kendala hp saya samsung j6 bisa bantu jelas kenapa saya tidak bisa klik tanggal untuk daftar di puskesmas yg saya ingin selalu trouble saat klik tabel kalender tsb untuk puskesmas pancoran mas rangkap jaya,0,1
saya kecewa sama dws karna saya mau imunisasi anak jadi terlampat sampai lewat 2 bulan tiap kali daftar lalu dws slalu ga bisa dateng langsung ga terima karna harus daftar online saya kan orang tidak mampu jadi jangan sulit guna fasilitas perintah,0,1
aplikasi gak guna berkali2 mau daftar online puskes utk perikaa hamil tapi tanggal gak bisa d klik sangat tidak bantu,0,1
aplikasi nya gak up-to-date jelek untuk vaksin aja gak lengkap puskesmas nya,0,1
baru juga di download udah minta baru apk udah gtu apk nya keluar sendri tolong donk di baik lg,0,1
aplikasi ini sangat bantu jdi lbih mudah saya tau dari teman kembang terus,1,0
layan untuk bpjs amat sangat kurang sudah 3 minggu daftar selalu habis kuota padahal sudah antri dari selesai subuh tolong maksimal layan,0,1
belum maksimal apps nya untuk menu kartu keluarga tidak ada mau tambah nama anak bingung,0,1
aplikasi cuma di bikin doang tapi gak di update sistem gak manfaat uninstal aja lah,0,1
aplikasi parah bgt force close terus udah instal beberapa kali masih sama gimana nih it nya masa ga di perbaikin ampe sekarang busuk aplikasi,0,1
susah masuk buat daftar umum aplikasi sangat lambat padahal jaring bagus,0,1
wifi hubung malah request time out muter2 terus ga bsa buat game aplikasi aneh,0,1
dari kemarin nyoba daftar lnline utk rsud depok tp selalu bilang maaf anda belum daftar pdhal udh di klik rm dn nik nya udh di update juga di bagi informasi mana bagi informasi di rsud depok judes banget lg,0,1
di update malah jelek keluar mulu dengan sendiri tolong dong ini kan aplikasi penting buat kita obat dll,0,1
ini hanya pindah dari tatap muka ke obrol online via whatapps kapan aplukasi yang sungguh ada,0,1
terlalu belit susah orang lain yg ingn obat perosedur yg terlalu panjang n selalu ganti prosedur sungguh sangat d sayang karena serta bpjs jg bayar,0,1
aplikasi nya belum jalan dengan baik daftar untuk profil saja gak hasil error terus,0,1
donlod bisa tapi ga bisa buka pas buka aplikasi ga lama keluar sendiri -xiaomi redmi note 3,0,1
aplikasi dsw bikin ribet aja mau obat sama kontrol aja mesti rebut daftar online yang kuota sangat sedikit,0,1
selamat siang maaf saya mau tanya saya kan bis upgrade dsw yg baru ko gak bida di buka ya apa hp nya spek nya kurang pa gmna ya mohon bantu merk hp oppo a1k,0,1
kok nga bisa masuk pake gmail nya terus mau daftar nga bisa bisa sih,0,1
oii buat kalian yg gk bisa make aplikasi ini kalian harus ke rw rebna raya lokasi di situ klo mau wifian gratis,0,1
daftar online puskesmas isi tanggal kunjung susah nya minta ampun tanggal tidak bisa di klik aplikasi macam apa ini,0,1
sdh bbrp hari dftar ke puskesmas g bs dan skrg stlh hapus instal lg malah kluar tiba2 ada apakah dg aplikasi,0,1
mudah untuk cek pajak kendara dan daftar puskesmas,1,0
makin susah untuk daftar online full merah gak bisa daftar masa mau obat nunggu bulan dulu baru bisa daftar,0,1
parah banget cek pajak motor cuma sekali dong bisa pas coba lagi gagal koneksi pdhal sinyal manteb bener,0,1
tiap hari semua pol tutup kecuali gigi sama aja boong ga bisa daftar,0,1
nyata app lagi tutup karena akan ada aplikasi yg baru ganti dsw ini tadi baru nanya sama pegawai puskesmas wqwq moga lebih baik,0,1
baik coba dulu belum luncur publik aplikasi ini seperti cuma buat buang anggar saja dari perintah,0,1
tolong dong segera baik keluar sendiri cara terus terus sampai skrng,0,1
tolong di baik fitur pilih tanggal daftar online untuk pasien rajal tidak bisa di akses telah baru versi sekarang,0,1
ini kenapa yah saya mau daftar online ke rsud tidak bisa saya sudah ulang kali coba tapi tidak bisa juga malah ada tulis mohon anda belum daftar padahal minggu kemarin saya habis daftar online bisa tapi sekarang kenapa tidak bisa yah mohon bantu,0,1
percuma sy instal dsw tdk ringan sy ttp susah daftar online nya paksa sy ttp ngantri2 jg tdk efisien,0,1
sangat kecewa saya kira dgn makin online makin mudah malah makin sulit sdh bas kali daftar online utk puskesmas sukmajaya selalu penuh pdhl itu fktp saya situ istri mau periksa kandung mohon utk dinas kait utk tambah jumlah dokter moga baca dinas kait,0,1
aplikasi nyusahin anjir gimane mao ke puskesmas anjir aplikasi keluar terus woy gausah buat aplikasi kalo emang masih ada kendala buat aplikasi coba coba langsung di launching ya gin jadi,0,1
tanggal tidak bisa pilih tampil merah semua kalender eror nih,0,1
cukup bantu,1,0
ini yang layan sehat biar kata daftar bayar umum ribet semua tanggal bisa penuh full ama pasien mending jgn di buag aplikasi ini deh percuma,0,1
bukan tambah mudah malah smakin sulit misal daftar saja susah,0,1
cara daftar nya gimana ya ko pas di klik daftar nya ga bisa,0,1
saya daftar ga bisa ya khusus kolom camat dan lurah tidak muncul apa,0,1
aplikasi gak guna bulan tiap hari coba daftar selalu penuh penuh,0,1
sumpah gajelas bgt anj jaring bagus tapi gabisa buka aplikasi nya kocak,0,1
di update malah ga bisa buka apa cuma tampil depan aja,0,1
kenapa tidak bisa pilih tanggal kunjung yaa saat mau daftar online ke puskesmas tapos,0,1
saya mau nanya ko untuk pol tb ga ada ya untuk pol tb cara daftar nya gimana min thanks,0,1
percuma aja zaman pake online tpi knp para manula di utama shrusnya para kerja di tambah lgi jdi biar khusus mana tuk manula ni mah pasien keburu mati kali di puskesmas karna manula di utama alias tidak pakai nmor antri,0,1
amit amit deh ini aplikasi mau daftar online tp aplikasi muter mlulu tau kluar komen error timed out,0,1
aplikasi jd sering kluar sndiri tolong benah bug nya,0,1
mengapa aplikasi sudah terinsal kadang tidak bisa di buka tutup sendiri jd hars install uang,0,1
adu selalu gagal kirim padahal koneksi internet saya bagus saya sudah tidak tahan dengan warga yang tiba2 jadi belah dan belakang rumah saya tempat buang dan bakar sampah sembarang saya lelah adu argumen dengan mereka ketua rt juga tidak guna dan tidak solutif karena tidak rasa sesak nafas di dalam rumah sendiri,0,1
aplikasi gak guna force close mulu ga bisa download tiket daftar,0,1
untuk apk nnya bagus tapi sering logout sendiri jd kudu sabar hmmmmm,1,1
aplikasi nya cukup bgs,1,0
keren sekali kak saya bagai warga rantau didepok rasa bantu dengan ada app ini sukses terus untuk anak muda depok,1,0
forceclose terus keluar aplikasi terus -,0,1
aplikasi ini sangat bantu mudah saya untuk laku daftar cara langsung atau cara darurat,1,0
aplikasi ga guna,0,1
versi baru sangat beda dengan dulu lebih bagus performa juga baik,1,0
sangat bantu,1,0
connection time out mulu tolong tingkat layan lg masa layan masyarakat tp bgini,0,1
gk bsa daftar online selalu keluar sendiri payah bgt,0,1
aplikasi terlalu banyak eror tidak bisa daftar online,0,1
ini abis baharu aplikasi malah jadi keluar2 mulu mohom baik segera,0,1
lagi henti di lampu merah ada baliho besar yang isi nya segera download aplikasi jauh ini sangat bantu dan juga lengkap info tentang kota depok,1,0
min knp mau cek layan contoh dtks duduk kan lama ya loginn udh login msh aj d suruh login lg pake email fasword udh d ksh masukny ke smart ctiy bukan layan yg mau d tuju gmn tuh min solusi,0,1
mana wifi gabisa,0,1
tambah server nya dong akses k online depok rsud mentallll terussss tolong diperhatikannn di update malah baddd beratus2 d coba failed terusss sampe hafal tuh no rujuk,0,1
kontrol jd mudah tidak hrs ngantri terlalu pagi,0,1
aplikasi masih mentah dan banyak bug nya,0,1
udah daftar antri malah surah daftar ulang lg astaga aplikasi sampah taik,0,1
mudah untuk daftar di puskes dan rsud,1,0
yg bikin aplikasi di cek dulu belum rilis gak sih aplikasi gak bisa pakai kok sudah di rilis mau pilih file foto gak bisa gak keluar file explore nya buruk sekali aplikasi nya tidak guna,0,1
cetak ulang e-ktp dan data ganti e-ktp ekitirnya tidak dapat diundu sampai satu bulan status sudah selasa dan kirim lurah tapi lurah tidak ada dirw juga tidak ada aplikasi parah ini,0,1
saya rasa bantu atas ada aplikasi warga ini team operasional sangat tanggap bantu jelas cara detail keluh saya terimakasih banyak from rizanurfauzia,1,0
upload foto keluh max 5mb padahal foto yg di apload uk hanya 3 7 mb masih tidak bisa meski sdh di coba format pdf atau jpg mohon baik lagi,0,1
woyy bikin aplikasi yg bener gak bisa upload foto padahal ukur foto udah di bawah 5 mb parah segera baik aplikasi,0,1
respon dari beberapa pihak fast respon cuma jelek dari apk ini lapor untuk identitas nya tidak rahasia dan malah nama dan nomer telpon di publikasi,0,1
tolong dong update untuk simpan file cara otomatis masa habis ngisi pas keluar malah ngisi dari awal lagi,0,1
tolong tambah fitur tanggap balik telah kita direspon oleh dinas kait sehingga komunikasi bisa bangun 2 arah suwun,0,1
ngga bisa isi camat di menu daftar catin sudah klik cari tp tetap saja,0,1
padahal izin media sudah tapi tetep ga bisa foto terus ekitir nya ga bisa di download,0,1
gak bisa upload foto pdhal sudah aktifin kamera,0,1
cukup bantu saat mau periksa ke puskesmas karena bisa ambil no antri online jadi bisa hadir sesuai waktu yang di tentu,1,0
yang salah apk nya atau data nya awal download daftar mbr stlah update malah tidak daftar untuk kembang serta instansi yg kait dalam aplikasi ini ayok di baik pasti anggar juga tidak sedikit dan lagi karena daftar nya pake nik harus data sudah integrasi dengan semua data sesuai nik jadi ketika masuk ke menu lain tidak perlu daftar lagi pasu nik dan lain ayoo semangat jangan hambur hambur anggar demi penting pribadi atau golong surabaya hebat,1,1
mantap aplikasi ini sangat guna sekali aplikasi yg sangat bagus dari perintah kota surabaya respon cepat dan mantap sekali,1,0
baik layan cepat,1,0
sangat bantu tetapi kode odp tidak bisa di isi padahal untuk mengupload data harus di isi mohon baik lagi,1,1
gak bisa upload foto jadi gak bisa lapor gimana sich,0,1
aplikasi ga jelas belum pernah daftar tp ada terang nik hanya bisa pakai 1kali akses lupa pasword terang email belum daftar ga jelas sama sekali,0,1
aplikasi masih perlu baik total,0,1
lapor sini aja blanko ktp dari taun kapan masih tetep habis padahal butuh banget baru ektp yg baru trus masih lagi asn guru banyak kerja sudah murid pulang jam 2 masih tambah kerja guru datang di hati sabtu utk ajar di camat tanpa uang transport uang makan dan lembur harus itu tidak boleh karena langgar atur jam kerja asn guru sudah pas 40jam masih ditambahin lagi luar jam kerja,0,1
gak bisa di pakai mohon di baik kalau mau sungguh,0,1
eror trus telah berkas lengkap bingung sama apk ini,0,1
tapi aplikasi ubah tidak bisa masuk walaupun sudah isi user name dan pasword,0,1
buka yg dispendukcapil ehhh lama ngentri data nik dll di captcha saya bukan robot cepat hilang suruh ulang lagi ulang terus,0,1
sering alami susah unduh atau lihat dokumen mohon tingkat kembali agar kendala sebut segera atas nanti kalo sudah ada tingkat akan update bintang terimakasih,0,1
layan adu respon cepat ada yg lambat perlu tingkat antar instansi untuk koordinasi kait adu masyarakat,0,1
kami warga surabaya sangat bantu dg aplikasi ini ingat cepat respon dari opd kait juga bpk walikota surabaya moga aplikasi ini bisa di contoh juga kota kota yg lain bravo walikota surabaya,1,0
aneh bin gak masuk akal baru mau daftar dan belum pernah daftar sama sekali di aplikasi ini lha kok muncul tulis tidak bisa daftar dengan 2 akun dan login yang sama lha aku kan lagek kate daftar kok malah onok tulis koyok ngono iku seh cak akhire yo aku gak isok daftar iki yok opo iki cak,0,1
aplikasi belum siap di guna sudah di launching masa daftar untuk login saja error terus padahal mau ambil nomor antre puskesmas tidak seperti aplikasi e-health yang cepat dan ringan sak karepmu pak sak neng mu,0,1
awal2 aplikasi ini bagus banget saya lapor ditanggapin eh skrg saya udh nulis adu tiba2 history adu saya hilang padahal adu saya masih dalam proses ditindaklanjuti begitu saya cek lagi ktnya error dan history adu saya hilang akhir saya uninstall begitu login tidak bisa login pdhl username dan password suda benar bagaimana ini solusi saya jadi ga tau hasil lapor saya ke warga sudah atas atau blm tolong di baik,0,1
mau daftar online puskesmas atau rumah sakit lewat hp selalu muncul server eror terus gilir lewat laptop bisa tolong donk ini knp bisa kyk gtu lewat google juga sama muncul tulis server eror,0,1
lumayan komplit tapi saya sulit login kali tera password dan nama salah baik lagi layan kalau lupa password bisa kasih macam kode otp via email,0,1
gimana sih untuk respon dari aplikasi masih belum siap aplikasi udah launching tapi kok belum siap guna daftar aja tidak bisa kendala ada aja makanya untuk di selesai dulu masalah yang ada di aplikasi belum launching,0,1
saya daftar selalu error ada juga pemberitahuan lain beberapa kali coba nik tidak daftar padahal di kk sudah ada daftar ada ktp nya ini sudah bulan lalu sampai sekarang msih error,0,1
