peraturan,sumber
Gubernur/bupati/walikota menunjuk satuan kerja perangkat daerah yang sesuai dengan bidang tugasnya untuk melaksanakan kewenangan operasional dalam pengelolaan investasi pemerintah daerah.,Peraturan Pemerintah Nomor 8 Tahun 2007
Bank Kustodian wajib menghitung nilai aktiva bersih Dana Tapera pada setiap hari bursa.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Satgas Investasi sebagaimana dimaksud dalam Pasal 1 berada di
bawah dan bertanggungjawab kepada Presiden.",Peraturan Presiden Nomor 11 Tahun 2021
"Badan hukum asing dan/atau warga negara asing dan/atau badan hukum Indonesia
dan/atau warga negara Indonesia dapat menyertakan modal pada perusahaan yang
telah ada yang kegiatannya melakukan penyertaan modal.",Peraturan Menteri Nomor 12 Tahun 1999
Penghapusan Secara Mutlak dilakukan dengan menghapuskan hak tagih Negara/Daerah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Tahapan pembahasan Kerja Sama sebagaimana dimaksud
dalam Pasal 9 ayat (1) huruf b, merupakan rangkaian
proses kegiatan penelaahan dan pembahasan pokok-pokok
materi Kerja Sama dengan mitra Kerja Sama.",Peraturan Menteri Nomor 2 Tahun 2021
Denda administratif disetorkan ke BP Tapera bersamaan dengan pembayaran Simpanan bulan berikutnya dan menjadi pendapatan lain BP Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
Investasi pemerintah yang telah dilaksanakan sebelum Peraturan Pemerintah ini berlaku wajib diadakan penyesuaian dengan ketentuan Peraturan Pemerintah ini dalam waktu paling lambat 12 (dua belas) bulan sejak Peraturan Pemerintah ini berlaku.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Asisten Deputi 1/II membawahkan:
Bidang Sosial;
Bidang Budaya.",Peraturan Menteri Nomor 9 Tahun 2001
"Pertanggungjawaban dan pelaporan, sebagaimana dimaksud dalam Pasal 2 ayat (1), dilaksanakan oleh badan pelaksana.",Peraturan Pemerintah Nomor 5 Tahun 2018
Besaran pembayaran setoran awal ditetapkan oleh Menteri.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Panitia diketuai oleh seorang tenaga ahli dari dalam ataupun dari
luar BAPPENAS.",Peraturan Presiden Nomor 10 Tahun 1964
BP Tapera hanya menunjuk 1 (satu) Bank Kustodian.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Team Penelitian mempunyai tugas mempelajari kemungkinan-kemungkinan serta
menyampaikan saran-saran konkrit untuk :
a. membentuk aparat pengamanan dan pengawasan yang efektif atas pelaksanaan penanaman
modal asing di bidang kehutanan ;
b. menyiapkan langkah-langkah di berbagai bidang yang perlu diambil oleh Pemerintah guna
memanfaatkan sebesar-besarnya penanaman modal asing di bidang kehutanan dalam
rangka pembangunan ekonomi Indonesia.",Peraturan Presiden Nomor 37 Tahun 1970
"Staf Ahli Bidang Ekonomi dan Keuangan mempunyai tugas memberikan
telaahan mengenai masalah ekonomi dan keuangan.",Peraturan Presiden Nomor 176 Tahun 2000
"Dalam menetapkan prioritas kegiatan, sebagaimana dimaksud pada ayat (5), BPKH berkoordinasi dengan Menteri.",Peraturan Pemerintah Nomor 5 Tahun 2018
Bentuk dan isi laporan pengelolaan program sebagaimana dimaksud pada ayat (1) diusulkan oleh BP Tapera setelah berkonsultasi dengan Komite Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Para anggota Direksi tidak boleh tetap memegang atau
menerima suatu pekerjaan yang tersebut pada ayat (2) huruf b pasal
ini, kecuali jika mendapat ijin dari Dewan Pembangunan.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Pendapatan Daerah adalah semua penerimaan Kas
Daerah dalam periode Tahun Anggaran tertentu yang
menjadi hak Daerah.",Peraturan Menteri Nomor 29 Tahun 2002
"Dewan Pengarah sebagaimana dimaksud dalam Pasal 3
huruf a mempunyai tugas mengoordinasikan
penyelenggaraan kebijakan percepatan pembangunan
kesejahteraan di Provinsi Papua dan Provinsi Papua Barat
untuk mewujudkan masyarakat Provinsi Papua dan
Provinsi Papua Barat yang maju, sejahtera, damai, dan
bermartabat.",Peraturan Presiden Nomor 20 Tahun 2020
Investasi sebagaimana dimaksud pada ayat (1) huruf a meliputi: a. investasi dengan cara pembelian saham; dan/ atau b. investasi dengan cara pembelian surat utang.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Rincian PNBP Tahun Anggaran 2015 sebagaimana
dimaksud pada ayat (2), ayat (3), ayat (5), dan ayat (6)
diatur lebih lanjut dengan Peraturan Presiden yang
ditetapkan paling lambat tanggal 30 November 2014.",Undang-Undang Nomor 27 Tahun 2014
"Dalam laporan sebagaimana dimaksud pada ayat (1)
Pemerintah menyertakan prognosis untuk 6 (enam) bulan
berikutnya.",Undang-Undang Nomor 27 Tahun 2014
"Rekening Induk Dana Investasi adalah rekening pada setiap Badan Investasi Pemerintah berbentuk satuan kerja yang ditetapkan oleh Menteri Keuangan sebagai tempat penyimpanan, penyaluran, dan pengembalian Investasi Pemerintah.",Peraturan Pemerintah Nomor 1 Tahun 2008
"Bank Indonesia dapat menetapkan pengecualian terhadap
kewajiban sebagaimana dimaksud pada ayat (3) bagi Bank
Pembiayaan Rakyat Syariah.",Undang-Undang Nomor 21 Tahun 2008
"Barangsiapa menguasai dana investasi yang pemiliknya ada di
luar Indonesia wajib mengusahakan kuasa yang diperlukan untuk
dapat memenuhi kewajiban-kewajiban yang ditetapkan dalam atau
berdasarkan Peraturan Pemerintah Pengganti Undang-undang ini.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 7 Tahun 1962
"BPKH menetapkan prioritas kegiatan dan besaran penggunaan nilai manfaat DAU, sebagaimana dimaksud pada ayat (4).",Peraturan Pemerintah Nomor 5 Tahun 2018
"Pada saat Peraturan Menteri Koordinator ini mulai berlaku,
Peraturan Menteri Koordinator Bidang Kemaritiman Nomor 13
tahun 2018 tentang Rencana Strategis Kementerian
Koordinator Bidang Kemaritiman Tahun 2015 – 2019 dicabut
dan dinyatakan tidak berlaku.",Peraturan Menteri Nomor 6 Tahun 2020
"Subbidang Daya Tampung Lingkungan Sosial mempunyai tugas melakukan penyusunan bahan
koordinasi, telaahan staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan di
bidang daya dukung dan daya tampung Lingkungan sosial.",Peraturan Menteri Nomor 9 Tahun 2001
Menteri Teknis/Pimpinan Lembaga melakukan pengawasan atas pelaksanaan Perjanjian Kerjasama.,Peraturan Pemerintah Nomor 1 Tahun 2008
"Sisa Perhitungan Anggaran Tahun Berkenaan
merupakan selisih lebih dari Surplus/Defisit
ditambah dengan Pos Penerimaan Pembiayaan
dikurangi dengan Pos Pengeluaran Pembiayaan
Daerah.",Peraturan Menteri Nomor 29 Tahun 2002
"Menteri Muda terdiri dari :
1. Menteri Muda Urusan Percepatan Pembangunan Kawasan Timur
Indonesia;
2. Menteri Muda Urusan Restrukturisasi Ekonomi Nasional.",Peraturan Presiden Nomor 176 Tahun 2000
Masyarakat yang telah menerima manfaat dana Fasilitas Likuiditas Pembiayaan Perumahan sebagaimana dimaksud dalam Pasal 64 ayat (2) dapat ditetapkan atau dicatat sebagai Peserta.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Subbidang Dampak dan Tanggap Wilayah mempunyai tugas melakukan penyiapan bahan koordinasi,
telaah staf, pengkajian dan evaluasi penyusunan rancangan rumusan kebijaksanaan antisipasi dampak
dan tanggap perubahan iklim di daerah.",Peraturan Menteri Nomor 9 Tahun 2001
Pengelolaan Tapera dilakukan untuk menjamin tercapainya tujuan Tapera secara efektif dan efisien.,Peraturan Pemerintah Nomor 8 Tahun 2007
Ketentuan Peraturan Pemerintah ini berlaku mutatis mutandis terhadap pengelolaan Investasi Pemerintah Daerah.,Peraturan Pemerintah Nomor 1 Tahun 2008
"Asisten Deputi 3/III membawahkan:
Bidang pengkajian hukum lingkungan 3;
Bidang perancangan hukum Lingkungan 3;",Peraturan Menteri Nomor 9 Tahun 2001
"Subbagian Evaluasi Program mempunyai tugas melakukan penyiapan bahan evaluasi atas pelaksanaan
program pengelolaan lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
Pembiayaan Panitia dibebankan atas Anggaran BAPPENAS.,Peraturan Presiden Nomor 10 Tahun 1964
"Keamanan sebagaimana dimaksud pada ayat (1) huruf b
merupakan Kerja Sama Luar Negeri yang tidak digunakan
atau disalahgunakan sebagai pintu masuk bagi kegiatan
asing yang dapat mengganggu atau mengancam stabilitas
keamanan dalam negeri dan kepentingan nasional.",Peraturan Menteri Nomor 2 Tahun 2021
"Dalam penyaluran pembiayaan perumahan, Bank atau Perusahaan Pembiayaan memperoleh dana dari Bank Kustodian dan menyerahkan aset berupa efek kepada Bank Kustodian dalam nilai yang sama.",Peraturan Pemerintah Nomor 8 Tahun 2007
Penyiapan rencana strategis pengelolaan Keuangan Haji sebagaimana dimaksud dalam Pasal 3 huruf b didasarkan pada kebijakan pengelolaan Keuangan Haji sebagaimana dimaksud dalam Pasal 4.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Biro Perencanaan dan Kerjasama Luar Negeri mempunyai tugas membantu Sesmen dalam melaksanakan
koordinasi perencanaan program pengelolaan lingkungan hidup, pengelolaan data dan informasi Lingkungan
hidup, serta menyelenggarakan administrasi kerja sama internasional dan bantuan luar negeri di bidang
lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
"Calon pemegang saham pengendali Bank Syariah wajib lulus
uji kemampuan dan kepatutan yang dilakukan oleh Bank
Indonesia.",Undang-Undang Nomor 21 Tahun 2008
Pengeluaran untuk penempatan Keuangan Haji dapat dilakukan dalam bentuk produk perbankan syariah.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Deputi Bidang Kelembagaan, Hukum, dan Regulasi mempunyai tugas
melaksanakan perumusan kebijakan di bidang kelembagaan, hukum, dan
regulasi yang diperlukan untuk restrukturisasi ekonomi dan privatisasi
Badan Usaha Milik Negara.",Peraturan Presiden Nomor 176 Tahun 2000
"Batas maksimum sebagaimana dimaksud pada ayat (3) tidak
boleh melebihi 20% (dua puluh persen) dari modal Bank
Syariah sesuai dengan ketentuan yang ditetapkan oleh Bank
Indonesia.",Undang-Undang Nomor 21 Tahun 2008
Rancangan rencana strategis yang telah mendapatkan persetujuan Dewan Perwakilan Rakyat sebagaimana dimaksud pada ayat (8) ditetapkan oleh badan pelaksana menjadi rencana strategis pengelolaan Keuangan Haji.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Subbidang Pelestarian Ekosistem Laut mempunyai tugas melakukan penyiapan bahan koordinasi, telaah
staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan pelestarian ekosistem laut
yang terkait dengan keanekaragaman hayati laut, terumbu karang, padang lamun, perikanan, kawasan
sensitive dan kawasan prioritas tinggi, ekosistem perairan semi tertutup dan terbuka serta pelestarian
kawasan lindung laut, termasuk kerjasama dalam perairan laut internasional.",Peraturan Menteri Nomor 9 Tahun 2001
Pembiayaan perumahan bagi Peserta sebagaimana dimaksud pada ayat (1) meliputi pembiayaan: a. pemilikan rumah; b. pembangunan rumah; atau c. perbaikan rumah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Seluruh unit kerja di Kemenko Marves melakukan pemantauan
dan evaluasi terhadap capaian pelaksanaan Renstra Kemenko
Marves yang telah dituangkan dalam rencana kerja Kemenko
Marves.",Peraturan Menteri Nomor 6 Tahun 2020
"Informasi yang Dikecualikan adalah informasi yang tidak
dapat diakses oleh publik sebagaimana diatur dalam
peraturan perundang-undangan di bidang keterbukaan
informasi publik.",Peraturan Menteri Nomor 1 Tahun 2022
Dana Tapera adalah dana amanat milik seluruh Peserta yang merupakan himpunan Simpanan beserta hasil pemupukannya.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Subbagian Lembaga 2 mempunyai tugas melakukan urusan administrasi kerjasama serta bantuan luar
negeri dengan lembaga non-PBB di bidang lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
Pelaksanaan Pemberian Insentif dan/atau Pemberian Kemudahan kepada Masyarakat dan/atau Investor ditetapkan dengan keputusan kepala daerah sesuai dengan kewenangannya.,Peraturan Pemerintah Nomor 8 Tahun 2007
BPKH mengembalikan saldo setoran BPIH dan/atau BPIH Khusus kepada rekening Jemaah Haji paling lambat 5 (lima) hari kerja setelah BPKH menerima surat perintah membayar dari Menteri atau pejabat yang ditunjuk oleh Menteri.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Menteri Keuangan diberikan kewenangan untuk mengelola
anggaran Kewajiban Penjaminan Pemerintah untuk:
a. percepatan pembangunan pembangkit tenaga listrik
yang menggunakan batubara;
b. pemberian jaminan dan subsidi bunga oleh Pemerintah
Pusat untuk percepatan penyediaan air minum; dan
c. penjaminan infrastruktur dalam proyek kerjasama
Pemerintah dengan badan usaha yang dilakukan
melalui badan usaha penjaminan infrastruktur,
yang merupakan bagian dari Pembiayaan Dalam Negeri
sebagaimana telah dialokasikan dalam Pasal 18 ayat (2)
huruf a.",Undang-Undang Nomor 27 Tahun 2014
Laporan pengelolaan program paling sedikit memuat informasi: a. Jumlah pengelolaan Dana Tapera; b. Jumlah alokasi Dana Tapera yang telah dimanfaatkan; c. Jumlah Peserta yang telah memperoleh manfaat Dana Tapera; dan d. Perkembangan hasil pengelolaan Dana Tapera.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam hal anggaran Kewajiban Penjaminan Pemerintah
sebagaimana dimaksud pada ayat (1) telah dicairkan,
diperhitungkan sebagai piutang/tagihan kepada entitas
terjamin atau belanja Kementerian Negara/Lembaga.",Undang-Undang Nomor 27 Tahun 2014
Perusahaan berkedudukan dan berkantor di Pusat Jakarta.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam hal Nasabah Penyimpan atau Nasabah Investor telah
meninggal dunia, ahli waris yang sah dari Nasabah Penyimpan
atau Nasabah Investor yang bersangkutan berhak memperoleh
keterangan mengenai Simpanan Nasabah Penyimpan atau
Nasabah Investor tersebut.",Undang-Undang Nomor 21 Tahun 2008
"Tarif layanan Badan Layanan Umum Pusat Investasi
Pemerintah pada Kementerian Keuangan terdiri atas tarif layanan 
pembiayaan ultra mikro melalui
pembiayaan konvensional dan tarif layanan pembiayaan ultra mikro melalui
pembiayaan syariah.",Peraturan Menteri Nomor 1 Tahun 2021
"Badan Layanan Umum Pusat Investasi Pemerintah
pada Kementerian Keuangan dapat memberikan jasa
layanan pembiayaan ultra mikro kepada penyalur
dan/atau lembaga linkage dalam bentuk kerja sama
pendanaan dengan pemerintah daerah dan/atau pihak
lainnya.",Peraturan Menteri Nomor 1 Tahun 2021
Investasi langsung sebagaimana dimaksud pada ayat (1) dapat dilakukan dalam bentuk kerja sama antara BPKH dengan badan usaha dan/atau lembaga di dalam negeri dan/atau di luar negeri sesuai dengan ketentuan peraturan perundang-undangan.,Peraturan Pemerintah Nomor 5 Tahun 2018
Pihak yang dikenai sanksi administratif meliputi: a. Peserta; b. Pemberi Kerja; c. BP Tapera; d. Bank Kustodian; e. Bank atau Perusahaan Pembiayaan; dan f. Manajer Investasi.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Asisten Deputi 2/III membawahkan:
Bidang Pengkajian Hukum Lingkungan 2;
Bidang Perancangan Hukum Lingkungan 2.",Peraturan Menteri Nomor 9 Tahun 2001
Ketentuan lebih lanjut mengenai pelaksanaan Investasi Pemerintah sebagaimana dimaksud dalam Pasal 15 dan Pasal 16 diatur dengan Peraturan Menteri Keuangan.,Peraturan Pemerintah Nomor 1 Tahun 2008
"Untuk melaksanakan pengelolaan Investasi Pemerintah, Badan Investasi Pemerintah wajib menerapkan manajemen risiko.",Peraturan Pemerintah Nomor 1 Tahun 2008
"Dana Cadangan adalah dana yang disisihkan untuk
menampung kebutuhan yang memerlukan dana
relatif cukup besar yang tidak dapat dibebankan
dalam satu Tahun Anggaran.",Peraturan Menteri Nomor 29 Tahun 2002
"Pengeluaran operasional BPKH untuk belanja pegawai sebagaimana dimaksud dalam Pasal 22 huruf a terdiri atas gaji atau upah dan hak keuangan lainnya. - Gaji atau upah dan hak keuangan lainnya diberikan kepada anggota badan pelaksana, anggota dewan pengawas, dan pegawai BPKH.",Peraturan Pemerintah Nomor 5 Tahun 2018
Penasihat Investasi adalah tenaga profesional dan independen yang memberi nasihat mengenai Investasi Pemerintah kepada Badan Investasi Pemerintah.,Peraturan Pemerintah Nomor 1 Tahun 2008
"Tahapan pengesahan Kerja Sama sebagaimana dimaksud
dalam Pasal 9 ayat (1) huruf c, merupakan rangkaian
kegiatan dari penyiapan naskah kesepakatan Kerja Sama
sampai dengan pembubuhan paraf pada tiap lembar
naskah kesepakatan Kerja Sama oleh pejabat yang
berwenang.",Peraturan Menteri Nomor 2 Tahun 2021
"Bidang Pengkajian Hukum Lingkungan 3 membawahkan:
Subbidang Pengkajian Global;
Subbidang Pengkajian Regional.",Peraturan Menteri Nomor 9 Tahun 2001
"Subbidang Kelompok Masyarakat mempunyai tugas melakukan penyusunan bahan koordinasi, telaahan
staf, pengkajian dan evaluasi, serta rancangan rumusan kebijakan di bidang pemberdayaan sosial
kelompok masyarakat.",Peraturan Menteri Nomor 9 Tahun 2001
"Subbidang Perancangan regional mempunyai tugas melakukan perancangan dan merumuskan konsep
hukum lingkungan regional.",Peraturan Menteri Nomor 9 Tahun 2001
Penasihat Investasi adalah tenaga profesional dan independen yang memberi nasihat mengenai penjualan atau pembelian surat berharga dengan memperoleh imbalan jasa kepada badan investasi pemerintah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam hal Piutang Negara dalam satuan mata uang asing, nilai piutang yang dihapuskan secara mutlak adalah nilai yang setara dengan nilai sebagaimana dimaksud pada ayat (9) dengan kurs tengah Bank Indonesia yang berlaku pada 3 (tiga) hari sebelum tanggal surat pengajuan usul penghapusan oleh Menteri/Pimpinan Lembaga.",Peraturan Pemerintah Nomor 14 Tahun 2005
Ketentuan mengenai belanja barang dan belanja modal diatur dengan Peraturan BPKH.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Asisten Deputi 3/II mempunyai tugas melaksanakan penyusunan telaahan staf, pengkajian, dan evaluasi, serta
penyiapan rancangan rumusan perumusan kebijakan perdagangan dan lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
"Persetujuan DPR sebagaimana dimaksud pada ayat (1)
adalah keputusan yang tertuang di dalam kesimpulan
Rapat Kerja Badan Anggaran DPR RI dengan Pemerintah,
yang diberikan dalam waktu tidak lebih dari 1x24 (satu
kali dua puluh empat) jam setelah usulan disampaikan
Pemerintah kepada DPR.",Undang-Undang Nomor 27 Tahun 2014
Biaya pelaksanaan tugas Team Peneliti dibebankan kepada Anggaran Departemen Pertanian.,Peraturan Presiden Nomor 37 Tahun 1970
Gubernur menyampaikan laporan hasil pelaksanaan Pemberian Insentif dan/atau Pemberian Kemudahan di daerahnya kepada Menteri setiap 1 (satu) tahun sekali.,Peraturan Pemerintah Nomor 24 Tahun 2019
"Untuk menyelenggarakan kewenangan supervisi sebagaimana dimaksud dalam Pasal 13 ayat (3), Menteri Keuangan dapat membentuk komite investasi pemerintah yang bersifat ad hoc.",Peraturan Pemerintah Nomor 8 Tahun 2007
Dana pemanfaatan sebagaimana dimaksud pada ayat (1) merupakan persentase Dana Tapera pada Rekening Dana Tapera yang dipergunakan untuk pembiayaan perumahan Peserta dengan tingkat bunga atau margin lebih rendah dari tingkat bunga atau margin pembiayaan perumahan komersial yang ditetapkan oleh BP Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 40, Bagian Kerjasama Bilateral
menyelenggarakan fungsi:
Pengelolaan administrasi kerjasama dan bantuan luar negeri antar negara dan antar organisasi non
pemerintah di bidang lingkungan hidup;
Pengelolaan administrasi kerjasama dan bantuan luar negeri di bidang lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
