peraturan1,peraturan2,sumber1,sumber2,similaritas,peraturan1_sebelum_diolah,peraturan2_sebelum_diolah
bidang ancang hukum lingkung 1 punya tugas dalam selenggara ancang dan rumus bijak hukum lingkung kait dengan atur undang internal dan eksternal,bidang ancang hukum lingkung 1 milik tugas dalam selenggara ancang dan rumus bijak hukum lingkung kait dengan atur undang internal dan eksternal,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Bidang Perancangan Hukum Lingkungan 1 mempunyai tugas dalam menyelenggarakan perancangan dan
perumusan kebijakan hukum Lingkungan yang berkaitan dengan peraturan perundangan internal dan eksternal.","Bidang Perancangan Hukum Lingkungan 1 memiliki tugas dalam menyelenggarakan perancangan dan
perumusan kebijakan hukum Lingkungan yang berkaitan dengan peraturan perundangan internal dan eksternal."
dalam hal ter jadi turun harga nilai surat harga cara signifikan dan badan investasi perintah dapat henti investasi dengan jual surat harga di maksud pada ayat 1 dan 2 kurang dari 12 dua belas bulan,jika ter jadi turun harga nilai surat harga cara signifikan dan badan investasi perintah milik hak henti investasi dengan jual surat harga di maksud pada ayat 1 dan 2 kurang dari 12 dua belas bulan,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,selaras,"Dalam hal terjadi penurunan harga/nilai surat berharga secara signifikan, badan investasi pemerintah dapat menghentikan investasi dengan menjual surat berharga sebagaimana dimaksud pada ayat (1) dan (2) kurang dari 12 (dua belas) bulan.","Jika terjadi penurunan harga/nilai surat berharga secara signifikan, badan investasi pemerintah berhak menghentikan investasi dengan menjual surat berharga sebagaimana dimaksud pada ayat (1) dan (2) kurang dari 12 (dua belas) bulan."
para anggota di direksi tidak boleh tetap pegang atau terima suatu kerja ter sebut pada ayat 2 huruf b pasal ini kecuali jika dapat ijin dari dewan bangun,laksana fungsi ribun di maksud pada ayat 1 dapat libat di bantu oleh unit instansi vertikal pada di direktorat jenderal bendahara punya tugas dan fungsi di bidang investasi perintah,perpu-21-1960-2.pdf,permen-53-2020-5.pdf,netral,"Para anggota Direksi tidak boleh tetap memegang atau
menerima suatu pekerjaan yang tersebut pada ayat (2) huruf b pasal
ini, kecuali jika mendapat ijin dari Dewan Pembangunan.","Pelaksanaan fungsi RIBUN sebagaimana dimaksud
pada ayat (1) dapat melibatkan/dibantu oleh unit
instansi vertikal pada Direktorat Jenderal
Perbendaharaan yang mempunyai tugas dan fungsi di
bidang Investasi Pemerintah."
jumlah guna sal dalam rangka stabilisasi pasar sbn di maksud pada ayat 1 di lapor perintah dalam apbn ubah tahun anggar 2015 dan atau lapor uang perintah pusat lkpp tahun 2015,jumlah guna sal dalam rangka stabilisasi pasar sbn tidak di lapor perintah dalam apbn ubah tahun anggar 2015 dan atau lapor uang perintah pusat lkpp tahun 2015,uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi,"Jumlah penggunaan SAL dalam rangka stabilisasi pasar
SBN sebagaimana dimaksud pada ayat (1) dilaporkan
Pemerintah dalam APBN Perubahan Tahun Anggaran 2015
dan/atau Laporan Keuangan Pemerintah Pusat (LKPP)
Tahun 2015.","Jumlah penggunaan SAL dalam rangka stabilisasi pasar
SBN tidak dilaporkan
Pemerintah dalam APBN Perubahan Tahun Anggaran 2015
dan/atau Laporan Keuangan Pemerintah Pusat (LKPP)
Tahun 2015."
tentu lebih lanjut kena bentuk dan isi lapor kelola program di maksud pada ayat 3 dan ayat 7 di atur dengan atur bp tapera telah di tuju komite tapera,tentu lebih lanjut kena bentuk dan isi lapor kelola program di maksud pada ayat 3 dan ayat 7 di atur dengan atur bp tapera telah di tuju komite tapera,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,Ketentuan lebih lanjut mengenai bentuk dan isi laporan pengelolaan program sebagaimana dimaksud pada ayat (3) dan ayat (7) diatur dengan Peraturan BP Tapera setelah disetujui Komite Tapera.,Ketentuan lebih lanjut mengenai bentuk dan isi laporan pengelolaan program sebagaimana dimaksud pada ayat (3) dan ayat (7) diatur dengan Peraturan BP Tapera setelah disetujui Komite Tapera.
perintah dapat laku transaksi lindung nilai dalam rangka kendali risiko bayar bunga utang dan keluar cicil pokok utang,perintah tidak dapat laku transaksi lindung nilai dalam rangka kendali risiko bayar bunga utang dan keluar cicil pokok utang,uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi,"Pemerintah dapat melakukan transaksi Lindung Nilai
dalam rangka pengendalian risiko pembayaran bunga
utang dan pengeluaran cicilan pokok utang.","Pemerintah tidak dapat melakukan transaksi Lindung Nilai
dalam rangka pengendalian risiko pembayaran bunga
utang dan pengeluaran cicilan pokok utang."
subbidang pra nata adat punya tugas laku susun bahan koordinasi telaah staf dan kaji dan evaluasi serta susun rancang rumus bijak di bidang pra nata adat,subbidang pra nata adat punya tugas laku susun bahan koordinasi telaah staf dan kaji dan evaluasi serta susun rancang rumus bijak di bidang pra nata adat,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Subbidang Pranata Adat mempunyai tugas melakukan penyusunan bahan koordinasi telaahan staf,
pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan di bidang pranata adat:","Subbidang Pranata Adat mempunyai tugas melakukan penyusunan bahan koordinasi telaahan staf,
pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan di bidang pranata adat:"
tahap bahas kerja sama di maksud dalam pasal 9 ayat 1 huruf b dan rupa rangkai proses giat telaah dan bahas pokok pokok materi kerja sama dengan mitra kerja sama,mohon ubah lokasi proyek dari kabupaten kotamadya ke kabupaten kotamadya dalam satu propinsi bagi usaha pmdn pma wajib di aju langsung kepada ketua bkpmd tempat,permen-2-2021-5.pdf,permen-38-1999-5.pdf,netral,"Tahapan pembahasan Kerja Sama sebagaimana dimaksud
dalam Pasal 9 ayat (1) huruf b, merupakan rangkaian
proses kegiatan penelaahan dan pembahasan pokok-pokok
materi Kerja Sama dengan mitra Kerja Sama.","Permohonan perubahan lokasi proyek dari Kabupaten/Kotamadya ke
Kabupaten/Kotamadya dalam satu propinsi bagi perusahaan PMDN/PMA wajib
diajukan langsung kepada Ketua BKPMD setempat."
dapat bagi laba bumn di maksud pada ayat 1 huruf b di rencana besar rp44 000 000 000 000 00 empat puluh empat triliun rupiah,dapat bagi laba bumn di maksud pada ayat 1 huruf b di rencana besar rp46 000 000 000 000 00 empat puluh enam triliun rupiah,uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi,"Pendapatan bagian laba BUMN sebagaimana dimaksud
pada ayat (1) huruf b direncanakan sebesar
Rp44.000.000.000.000,00 (empat puluh empat triliun
rupiah).","Pendapatan bagian laba BUMN sebagaimana dimaksud
pada ayat (1) huruf b direncanakan sebesar
Rp46.000.000.000.000,00 (empat puluh enam triliun
rupiah)."
dana cadang dana di sisih untuk tampung butuh perlu dana relatif cukup besar tidak dapat di beban dalam satu tahun anggar,dana cadang dana untuk tampung butuh perlu dana relatif cukup besar tidak dapat di beban dalam satu tahun anggar,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Dana Cadangan adalah dana yang disisihkan untuk
menampung kebutuhan yang memerlukan dana
relatif cukup besar yang tidak dapat dibebankan
dalam satu Tahun Anggaran.","Dana Cadangan adalah dana untuk
menampung kebutuhan yang memerlukan dana
relatif cukup besar yang tidak dapat dibebankan
dalam satu Tahun Anggaran."
investasi perintah di maksud pada ayat 1 dan liput investasi pada lembaga biaya bank dan investasi pada lembaga biaya non bank dan dan koperasi,investasi perintah di maksud pada ayat 1 dan liput investasi pada lembaga biaya bank dan investasi pada lembaga biaya non bank dan dan koperasi,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,selaras,"Investasi pemerintah sebagaimana dimaksud pada ayat (1), meliputi: a. investasi pada lembaga pembiayaan bank; b. investasi pada lembaga pembiayaan non-bank; dan c. koperasi.","Investasi pemerintah sebagaimana dimaksud pada ayat (1), meliputi: a. investasi pada lembaga pembiayaan bank; b. investasi pada lembaga pembiayaan non-bank; dan c. koperasi."
selenggara ibadah haji rangkai giat kelola laksana ibadah haji liput laksana bina dan layan dan dan lindung jemaah haji di selenggara oleh perintah,badan laksana menindaklanjuti hasil awas di maksud pada ayat 1,pp-5-2018-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,"Penyelenggaraan Ibadah Haji adalah rangkaian kegiatan pengelolaan pelaksanaan Ibadah Haji yang meliputi pelaksanaan pembinaan, pelayanan, dan perlindungan Jemaah Haji yang diselenggarakan oleh Pemerintah.",Badan pelaksana menindaklanjuti hasil pengawasan sebagaimana dimaksud pada ayat (1).
dalam laksana tugas dan komite arah di bantu oleh kelompok kerja di tuai oleh menteri dagang dan kepala badan koordinasi tanam modal selaku laksana hari,komite arah di bantu oleh kelompok kerja di pimpin oleh menteri dagang dan kepala badan koordinasi tanam modal selaku laksana hari,perpres-12-2006-4.pdf,perpres-12-2006-4.pdf,selaras,"Dalam pelaksanaan tugasnya, Komite Pengarah dibantu oleh
Kelompok Kerja yang diketuai oleh Menteri Perdagangan dan
Kepala Badan Koordinasi Penanaman Modal selaku Pelaksana
Harian.","Komite Pengarah dibantu oleh
Kelompok Kerja yang dipimpin oleh Menteri Perdagangan dan
Kepala Badan Koordinasi Penanaman Modal selaku Pelaksana
Harian."
dalam hal ter jadi krisis pasar sbn domestik dan perintah dengan tuju dewan wakil rakyat di beri wenang guna sal untuk laku stabilisasi pasar sbn domestik telah hitung butuh anggar sampai dengan akhir tahun anggar jalan dan awal tahun anggar ikut,mohon rekomendasi ta 01 bagi usaha surat putus sk rptk nya di keluar oleh meninves kepala bkpm di aju kepada meninves kepala bkpm,uu-27-2014-2.pdf,permen-38-1999-5.pdf,netral,"Dalam hal terjadi krisis pasar SBN domestik, Pemerintah
dengan persetujuan Dewan Perwakilan Rakyat diberikan
kewenangan menggunakan SAL untuk melakukan
stabilisasi pasar SBN domestik setelah memperhitungkan
kebutuhan anggaran sampai dengan akhir tahun anggaran
berjalan dan awal tahun anggaran berikutnya.","Permohonan rekomendasi TA.01 bagi perusahaan yang Surat Keputusan (SK)
RPTK-nya dikeluarkan oleh Meninves/Kepala BKPM, diajukan kepada
Meninves/Kepala BKPM."
lapor di maksud pada ayat 55 di susun dan di saji oleh satu kerja dan bagai bagi tidak ter pisah dari lapor uang dan kerja menteri uang dan dan badan hukum dan bagai bagi ter pisah dari lapor uang dan kerja menteri uang,satu kerja susun dan saji lapor di maksud pada ayat 55 bagai bagi tidak ter pisah dari lapor uang dan kerja menteri uang badan hukum susun dan saji lapor di maksud pada ayat 55 bagai bagi ter pisah dari lapor uang dan kerja menteri uang,pp-1-2008-3.pdf - Google Drive,pp-1-2008-3.pdf - Google Drive,selaras,"Laporan sebagaimana dimaksud pada ayat (55) disusun dan disajikan oleh: a. satuan kerja, sebagai bagian yang tidak terpisahkan dari laporan keuangan dan kinerja Kementerian Keuangan; dan b. badan hukum, sebagai bagian yang terpisahkan dari laporan keuangan dan kinerja Kementerian Keuangan.","a. Satuan kerja menyusun dan menyajikan laporan sebagaimana yang dimaksud pada ayat (55) sebagai bagian yang tidak terpisahkan dari laporan keuangan dan kinerja Kementerian Keuangan. 
b. Badan hukum menyusun dan menyajikan laporan sebagaimana yang dimaksud pada ayat (55) sebagai bagian yang terpisahkan dari laporan keuangan dan kinerja Kementerian Keuangan."
sarana dan pra sarana di maksud pada ayat 1 dan liput sarana simpan arsip konvensional dan upa lemari arsip untuk simpan arsip biasa dan ter batas dan brankas lemari besi untuk simpan arsip rahasia dan bsarana simpan arsip media baru dan upa lemari arsip sesuai dengan tingkat klasifikasi informasi dan dan pra sarana upa ruang simpan representatif sesuai dengan tingkat klasifikasi informasi,isi dana cadang tiap tahun di anggar dalam kelompok biaya jenis keluar daerah obyek transfer dari dana cadang,permen-1-2022-5.pdf,permen-29-2002-5.pdf,netral,"Sarana dan prasarana sebagaimana dimaksud pada ayat
(1), meliputi sarana penyimpanan Arsip Konvensional, berupa:
lemari Arsip untuk menyimpan Arsip Biasa dan
Terbatas; brankas/lemari besi untuk menyimpan Arsip
Rahasia;bsarana penyimpanan Arsip media baru, berupa lemari
Arsip sesuai dengan tingkat klasifikasi informasi; dan prasarana, 
berupa ruang penyimpanan yang
representatif sesuai dengan tingkat klasifikasi
informasi.","Pengisian Dana Cadangan setiap tahun dianggarkan
dalam Kelompok Pembiayaan Jenis Pengeluaran
Daerah, Obyek Transfer dari Dana Cadangan."
naskah sepakat kerja sama paling sedikit muat tuju kerja sama dan ruang lingkup kerja sama dan rencana dan atur laksana dan evaluasi laksana dan ubah dan selesai selisih dan dan masa laku dan akhir sepakat,naskah sepakat kerja sama paling sedikit muat tuju kerja sama dan ruang lingkup kerja sama dan rencana dan atur laksana dan evaluasi laksana dan ubah dan selesai konflik dan dan masa laku dan akhir sepakat,permen-2-2021-5.pdf,permen-2-2021-5.pdf,selaras,"Naskah Kesepakatan Kerja Sama paling sedikit memuat:
tujuan Kerja Sama;
ruang lingkup Kerja Sama;
perencanaan, pengaturan pelaksanaan dan evaluasi
pelaksanaan;
perubahan;
penyelesaian perselisihan; dan
masa berlaku dan berakhirnya kesepakatan.","Naskah Kesepakatan Kerja Sama paling sedikit memuat:
tujuan Kerja Sama;
ruang lingkup Kerja Sama;
perencanaan, pengaturan pelaksanaan dan evaluasi
pelaksanaan;
perubahan;
penyelesaian konflik; dan
masa berlaku dan berakhirnya kesepakatan."
besar keluar selenggara ibadah haji di maksud pada ayat 1 di tetap oleh perintah pusat telah dapat tuju dewan wakil rakyat,dewan wakil rakyat telah dapat tuju perintah pusat tetap besar keluar selenggara ibadah haji di maksud pada ayat 1,pp-5-2018-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,kontradiksi,Besaran pengeluaran Penyelenggaraan Ibadah Haji sebagaimana dimaksud pada ayat (1) ditetapkan oleh pemerintah pusat setelah mendapat persetujuan Dewan Perwakilan Rakyat.,Dewan Perwakilan Rakyat setelah mendapat persetujuan pemerintah pusat menetapkan besaran pengeluaran Penyelenggaraan Ibadah Haji sebagaimana dimaksud pada ayat (1).
serta di maksud pada ayat 1 akhir serta apabila tinggal dunia dan atau undur diri dan klaim kembali simpan,data di maksud pada ayat 3 harus isi cara lengkap dan benar,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,Peserta sebagaimana dimaksud pada ayat (1) berakhir kepesertaannya apabila: a. meninggal dunia; atau b. mengundurkan diri dan mengklaim pengembalian Simpanan.,Data sebagaimana dimaksud pada ayat (3) harus diisi secara lengkap dan benar.
subbidang sumber dana lingkung punya tugas laku siap bahan koordinasi dan telaah staf dan kaji dan evaluasi serta susun rancang rumus bijak di bidang sumber dana lingkung,subbidang sumber dana lingkung di beri tugas laku siap bahan koordinasi dan telaah staf dan kaji dan evaluasi serta susun rancang rumus bijak di bidang sumber dana lingkung,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Subbidang Sumber Pendanaan Lingkungan mempunyai tugas melakukan penyiapan bahan koordinasi,
telaahan staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan di bidang sumber
pendanaan Lingkungan.","Subbidang Sumber Pendanaan Lingkungan diberikan tugas melakukan penyiapan bahan koordinasi,
telaahan staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan di bidang sumber
pendanaan Lingkungan."
bank kustodian wajib hitung nilai aktiva bersih dana tapera pada tiap hari bursa,bank kustodian wajib hitung nilai aktiva bersih dana tapera pada tiap hari bursa,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,Bank Kustodian wajib menghitung nilai aktiva bersih Dana Tapera pada setiap hari bursa.,Bank Kustodian wajib menghitung nilai aktiva bersih Dana Tapera pada setiap hari bursa.
pertanggungjawaban likuidasi oleh likuidatur di laku kepada menteri beri bebas tanggung jawab tentang kerja telah di selesai oleh,bpkh tetap besar nilai manfaat dau di maksud pada ayat 1 dasar proporsi dau ter hadap uang haji,pp-8-2007-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Pertanggungjawaban likuidasi oleh likuidatur dilakukan kepada Menteri yang memberi pembebasan tanggung jawab tentang pekerjaan yang telah diselesaikan olehnya.,"BPKH menetapkan besaran nilai manfaat DAU, sebagaimana dimaksud pada ayat (1), berdasarkan proporsi DAU terhadap Keuangan Haji."
panjang dapat di laksana jika di pakat oleh menteri koordinator dan mitra kerja sama dan dan telah lalu tahap bahas dan kesah dan dan penandatanganan dasar hasil evaluasi laksana kerja sama ter dahulu,panjang dapat di laksana jika di pakat oleh menteri koordinator dan mitra kerja sama dan dan telah lalu tahap bahas dan kesah dan dan penandatanganan bukan dasar hasil evaluasi laksana kerja sama ter dahulu,permen-2-2021-5.pdf,permen-2-2021-5.pdf,kontradiksi,"Perpanjangan dapat dilaksanakan jika:
disepakati oleh Kementerian Koordinator dan Mitra
Kerja Sama; dan
telah melalui tahap pembahasan, pengesahan, dan
penandatanganan berdasarkan hasil evaluasi
pelaksanaan Kerja Sama terdahulu.","Perpanjangan dapat dilaksanakan jika:
disepakati oleh Kementerian Koordinator dan Mitra
Kerja Sama; dan
telah melalui tahap pembahasan, pengesahan, dan
penandatanganan bukan berdasarkan hasil evaluasi
pelaksanaan Kerja Sama terdahulu."
tentu lebih lanjut kena tata cara kembali saldo bpih dan atau bpih khusus serta kembali selisih saldo dan di maksud pada ayat 1 dan ayat 2 di atur dengan atur bpkh,atur bpkh atur tidak ada tata cara kembali saldo bpih dan atau bpih khusus serta kembali selisih saldo dan di maksud pada ayat 1 dan ayat 2,pp-5-2018-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,kontradiksi,"Ketentuan lebih lanjut mengenai tata cara pengembalian saldo BPIH dan/atau BPIH Khusus serta pengembalian selisih saldo, sebagaimana dimaksud pada ayat (1) dan ayat (2), diatur dengan Peraturan BPKH.","Peraturan BPKH mengatur tidak adanya tata cara pengembalian saldo BPIH dan/atau BPIH Khusus serta pengembalian selisih saldo, sebagaimana dimaksud pada ayat (1) dan ayat (2)."
